release_year,specs
2017,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2017,"['Single-player', 'Steam Achievements']"
2017,"['Single-player', 'Steam Achievements', 'Partial Controller Support']"
2017,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2017,['Single-player']
2017,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
2016,['Single-player']
2017,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats']"
2017,"['Single-player', 'Steam Achievements']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']"
2017,"['Single-player', 'Steam Achievements', 'Steam Cloud']"
2017,['Single-player']
2017,['Single-player']
2017,"['Single-player', 'Steam Achievements', 'Steam Cloud']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']"
2017,"['Single-player', 'Steam Achievements', 'Steam Cloud']"
2017,"['Multi-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support', 'Stats']"
2017,"['Multi-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']"
2017,"['Multi-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support', 'Stats']"
2017,"['Multi-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support', 'Stats']"
2017,"['Multi-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support', 'Stats']"
2017,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2017,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
2013,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
2017,['Captions available']
2017,"['Single-player', 'Steam Achievements', 'Partial Controller Support']"
2017,['Captions available']
2017,['Captions available']
2017,"['Online Multi-Player', 'MMO', 'In-App Purchases']"
2017,['Single-player']
2017,"['Single-player', 'Steam Achievements']"
2017,"['Single-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards']"
2017,"['Single-player', 'Full controller support']"
2017,['Single-player']
2017,"['Single-player', 'Steam Achievements']"
2017,"['Single-player', 'Steam Achievements']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats']"
2017,"['Single-player', 'Steam Workshop', 'Steam Cloud']"
2017,"['Single-player', 'Full controller support']"
2017,"['Single-player', 'Steam Achievements', 'Steam Cloud']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2017,"['Multi-player', 'Online Multi-Player', 'Partial Controller Support']"
2017,"['Single-player', 'Steam Achievements']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
2017,"['Online Multi-Player', 'Partial Controller Support']"
2017,['Single-player']
2017,['Single-player']
2017,"['Single-player', 'Captions available', 'Partial Controller Support']"
2017,"['Single-player', 'Partial Controller Support']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2017,['Single-player']
2017,['Single-player']
2017,"['Single-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2017,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']"
2017,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']"
2017,"['Single-player', 'Full controller support']"
2017,"['Single-player', 'Local Multi-Player', 'Full controller support']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']"
2017,"['Single-player', 'Partial Controller Support']"
2017,"['Single-player', 'Full controller support']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support']"
2017,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Full controller support']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
2017,['Single-player']
2017,['Single-player']
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2017,['Single-player']
2017,['Single-player']
2017,['Single-player']
2016,['Single-player']
2017,['Single-player']
2017,"['Single-player', 'Full controller support']"
2017,"['Single-player', 'Steam Achievements']"
2017,"['Single-player', 'Partial Controller Support']"
2018,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
2017,['Single-player']
2017,"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases']"
2017,"['Single-player', 'Steam Cloud']"
2017,"['Multi-player', 'Online Multi-Player']"
2017,"['MMO', 'Downloadable Content', 'Partial Controller Support', 'Valve Anti-Cheat enabled']"
2017,"['MMO', 'Downloadable Content', 'Partial Controller Support', 'Valve Anti-Cheat enabled']"
2017,"['MMO', 'Downloadable Content', 'Partial Controller Support', 'Valve Anti-Cheat enabled']"
2017,"['MMO', 'Downloadable Content', 'Partial Controller Support', 'Valve Anti-Cheat enabled']"
2017,['Single-player']
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Local Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']"
2017,"['Single-player', 'Downloadable Content']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Steam Achievements']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,['Single-player']
2017,"['Single-player', 'Full controller support']"
2017,"['Single-player', 'Steam Achievements']"
2017,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Leaderboards']"
2017,"['Single-player', 'Steam Achievements', 'In-App Purchases', 'Steam Leaderboards']"
2017,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases', 'Steam Leaderboards']"
2017,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2017,"['Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases']"
2017,"['Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support']"
2017,"['Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases']"
2017,"['Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases']"
2017,"['Single-player', 'Local Multi-Player', 'Partial Controller Support']"
2017,"['Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']"
2017,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']"
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']"
2017,"['Single-player', 'Steam Trading Cards']"
2017,"['Single-player', 'Downloadable Content']"
2017,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
2017,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2014,['Single-player']
2017,"['Single-player', 'Partial Controller Support']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Steam Trading Cards', 'Steam Cloud']"
2017,"['Single-player', 'Steam Cloud']"
2017,['Single-player']
2017,['Single-player']
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2017,['Single-player']
2017,"['Single-player', 'Steam Achievements']"
2017,"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases']"
2017,"['Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support']"
2017,"['Single-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
2017,"['Single-player', 'Downloadable Content']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
2017,"['Single-player', 'Downloadable Content', 'Steam Workshop', 'Includes level editor']"
2017,['Single-player']
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
2017,"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Cloud', 'Stats']"
2017,"['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud']"
2017,"['Single-player', 'Partial Controller Support']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
2017,"['Multi-player', 'Downloadable Content', 'In-App Purchases']"
2017,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']"
2017,"['Single-player', 'Steam Achievements']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']"
2017,"['Single-player', 'Steam Achievements']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support']"
2017,"['Single-player', 'Steam Achievements']"
2017,"['Multi-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']"
2017,['Single-player']
2017,['Single-player']
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2017,"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements']"
2017,"['Single-player', 'Full controller support']"
2017,"['Single-player', 'Steam Achievements']"
2017,"['Single-player', 'Steam Trading Cards']"
2017,"['Single-player', 'Multi-player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2017,['Downloadable Content']
2017,['Single-player']
2017,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Multi-player', 'Online Multi-Player', 'MMO', 'Online Co-op', 'Steam Trading Cards']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
2017,"['Multi-player', 'Online Multi-Player', 'MMO', 'Online Co-op', 'Downloadable Content', 'Steam Trading Cards']"
2017,"['Single-player', 'Steam Achievements', 'Partial Controller Support']"
2017,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']"
2017,"['Single-player', 'Steam Achievements', 'Partial Controller Support']"
2017,"['Single-player', 'Partial Controller Support']"
2017,"['Single-player', 'Steam Achievements']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
