release_year,sentiment
2017,Positive
2017,Positive
2017,Positive
2017,Very Positive
2017,1 user reviews
2017,Mostly Positive
2017,Mostly Positive
2017,Mixed
2017,5 user reviews
2017,2 user reviews
2014,Very Positive
2017,8 user reviews
2017,Positive
2017,Mixed
2017,Very Positive
2017,Mostly Positive
2017,Very Positive
2017,Mostly Negative
2017,Mostly Positive
2017,4 user reviews
2017,Mixed
2017,Mixed
2017,2 user reviews
2017,2 user reviews
2016,6 user reviews
2017,5 user reviews
1996,Positive
2017,Positive
1997,7 user reviews
2017,1 user reviews
2017,1 user reviews
2017,2 user reviews
2017,4 user reviews
2017,5 user reviews
2017,2 user reviews
2017,Positive
2017,Mixed
2017,Mixed
2017,2 user reviews
2017,Mostly Positive
2017,2 user reviews
2017,2 user reviews
2017,Positive
2017,Mixed
2017,Mixed
2017,Mixed
2017,Positive
2017,Very Positive
2017,1 user reviews
2017,Mostly Positive
2017,8 user reviews
2016,2 user reviews
2017,Positive
2017,Very Positive
2016,3 user reviews
2017,Positive
2017,6 user reviews
2017,5 user reviews
2017,Mixed
2017,Positive
2017,Mixed
2017,Mixed
2017,Very Positive
2017,5 user reviews
2017,8 user reviews
2017,2 user reviews
2017,2 user reviews
2017,3 user reviews
2017,1 user reviews
2017,Very Positive
2017,Mixed
2017,Very Positive
2017,1 user reviews
2017,2 user reviews
2017,3 user reviews
2017,1 user reviews
2017,1 user reviews
2017,4 user reviews
2017,Mostly Positive
2017,Very Positive
2017,2 user reviews
2017,Positive
2017,Mixed
2017,1 user reviews
2017,1 user reviews
2017,Very Positive
2017,Positive
2010,2 user reviews
2017,1 user reviews
2017,Mixed
2017,Positive
2017,Positive
2017,Very Positive
2017,2 user reviews
2017,Mixed
2017,1 user reviews
2017,2 user reviews
2017,5 user reviews
2017,9 user reviews
2017,Mixed
2017,Mixed
2017,1 user reviews
2017,2 user reviews
2017,Mixed
2017,Positive
2017,Mixed
2017,1 user reviews
2017,Very Positive
2017,1 user reviews
2017,Very Positive
2017,Mostly Negative
2017,Very Positive
2017,Positive
1981,1 user reviews
2017,Mostly Positive
2017,Mostly Negative
2017,5 user reviews
2017,2 user reviews
2017,8 user reviews
2017,Positive
2017,2 user reviews
2017,Mostly Positive
2017,Mixed
2017,Positive
2017,4 user reviews
2017,Very Positive
2017,5 user reviews
2017,Positive
2017,Very Positive
2017,Positive
2017,Positive
2017,3 user reviews
2017,Mixed
2017,Very Positive
2017,4 user reviews
2017,5 user reviews
2017,6 user reviews
2017,4 user reviews
2017,3 user reviews
2017,4 user reviews
2017,5 user reviews
2017,2 user reviews
2017,Positive
2017,Mixed
2017,Mostly Positive
2017,Positive
2014,Mostly Positive
2016,Positive
2017,1 user reviews
2017,Positive
2017,Mostly Negative
2011,Positive
2017,2 user reviews
2017,8 user reviews
2017,Positive
2017,Mostly Positive
2017,Positive
2013,3 user reviews
2017,2 user reviews
2017,Positive
2017,1 user reviews
2017,2 user reviews
2017,2 user reviews
2017,Mostly Positive
2017,2 user reviews
2017,2 user reviews
2017,2 user reviews
2017,2 user reviews
2017,2 user reviews
2017,Very Positive
2017,Mixed
2001,3 user reviews
2017,5 user reviews
2017,6 user reviews
2017,Mixed
2017,Mostly Negative
2017,2 user reviews
2012,Mixed
2017,Mostly Positive
2017,Very Positive
2017,6 user reviews
2017,1 user reviews
2017,1 user reviews
2017,1 user reviews
2017,Mixed
2017,Mixed
2017,Mixed
2017,Very Positive
2017,7 user reviews
2017,Mixed
2017,Very Positive
2017,Mostly Positive
2017,2 user reviews
2017,Positive
2017,Mixed
2017,Positive
2017,Mixed
2017,Positive
2017,1 user reviews
2017,Mixed
2017,6 user reviews
2017,4 user reviews
2015,Very Positive
2017,3 user reviews
2017,Mostly Negative
2017,1 user reviews
2011,Mixed
2017,Positive
2017,Positive
2017,Mostly Positive
2017,Positive
2017,Mixed
2017,Positive
2017,Positive
2017,1 user reviews
2017,5 user reviews
2017,Very Positive
2017,Positive
2017,1 user reviews
2017,1 user reviews
2017,Mostly Positive
2017,Very Positive
2017,2 user reviews
2017,Very Positive
2017,Mixed
2016,1 user reviews
2017,Very Positive
2017,7 user reviews
2017,4 user reviews
2017,Very Positive
2017,Mixed
2017,1 user reviews
2017,Very Positive
2017,2 user reviews
2017,Mostly Positive
2017,1 user reviews
2017,Very Positive
2017,1 user reviews
2017,Mostly Negative
2017,3 user reviews
2017,Positive
2017,4 user reviews
2017,Mostly Positive
2017,Positive
2017,1 user reviews
2017,Mixed
2017,2 user reviews
2017,Positive
2017,Mostly Positive
2017,1 user reviews
2005,3 user reviews
2017,5 user reviews
2017,2 user reviews
2017,2 user reviews
2017,Mixed
2017,4 user reviews
2017,5 user reviews
2017,3 user reviews
2017,7 user reviews
2017,Very Positive
2017,3 user reviews
2017,3 user reviews
2017,Mostly Positive
2017,Mostly Positive
2017,6 user reviews
2017,4 user reviews
2017,3 user reviews
2017,Positive
2017,5 user reviews
2017,Very Positive
2017,Very Positive
2017,1 user reviews
2017,Positive
2017,3 user reviews
2017,2 user reviews
2017,2 user reviews
2017,9 user reviews
2017,Mixed
2017,Mostly Positive
2017,Positive
2017,1 user reviews
2017,1 user reviews
2017,1 user reviews
2017,Positive
2017,Mixed
2017,1 user reviews
2017,8 user reviews
2017,Mixed
2017,Mixed
2017,Very Positive
2017,1 user reviews
2017,4 user reviews
2014,2 user reviews
2017,Very Positive
2017,Overwhelmingly Positive
2000,Mixed
1993,7 user reviews
1996,2 user reviews
2000,Very Positive
1989,6 user reviews
1997,8 user reviews
2017,1 user reviews
2017,3 user reviews
2017,Positive
2017,Mixed
2017,2 user reviews
2017,6 user reviews
2017,Very Positive
2017,4 user reviews
2017,Very Positive
2017,3 user reviews
2017,Positive
2017,Mostly Positive
2017,Mixed
2017,Mixed
2010,Mostly Positive
2017,Very Positive
2017,Very Positive
2017,7 user reviews
2017,Positive
2017,2 user reviews
2017,Positive
2017,Overwhelmingly Positive
2017,Mixed
2017,8 user reviews
2017,Very Positive
2017,9 user reviews
2017,1 user reviews
2017,Mostly Positive
2016,Positive
2017,5 user reviews
2017,Very Negative
2016,3 user reviews
2017,Very Negative
2017,Mostly Positive
2017,1 user reviews
2017,Very Positive
2017,Mostly Negative
2015,4 user reviews
2017,1 user reviews
2017,Mixed
2017,Mostly Positive
2017,9 user reviews
2017,1 user reviews
2017,Positive
2017,7 user reviews
2016,1 user reviews
2017,Mostly Positive
2017,Mostly Positive
2017,9 user reviews
2017,3 user reviews
2017,Very Positive
2017,Very Positive
2017,4 user reviews
2017,Mixed
2017,Positive
2017,Very Positive
2017,Very Positive
2017,Mostly Positive
2017,Very Positive
2017,3 user reviews
2017,Positive
2017,Very Positive
2017,4 user reviews
2017,Positive
2017,6 user reviews
2017,Mixed
2017,Positive
2017,Mostly Positive
2017,3 user reviews
2017,1 user reviews
2017,2 user reviews
2017,Very Positive
2017,Mostly Positive
2017,Mixed
2000,4 user reviews
2017,2 user reviews
2017,Mixed
2017,Mixed
2017,7 user reviews
2000,Negative
2003,9 user reviews
2017,4 user reviews
2017,Mixed
2017,7 user reviews
2017,Mostly Negative
2017,7 user reviews
2017,3 user reviews
2017,5 user reviews
2017,Mixed
2017,4 user reviews
2017,6 user reviews
2017,Very Positive
2017,5 user reviews
2017,9 user reviews
2017,Very Positive
2017,Positive
2017,Mostly Negative
2017,Positive
2017,1 user reviews
2017,Very Positive
2017,9 user reviews
2017,1 user reviews
2017,9 user reviews
2017,Very Positive
2017,1 user reviews
2017,Mixed
2017,1 user reviews
2017,Positive
2017,3 user reviews
2017,4 user reviews
2017,Mostly Negative
2017,Mixed
2017,Mixed
2017,Mixed
2017,Positive
2017,9 user reviews
2017,Positive
2017,6 user reviews
2017,Overwhelmingly Positive
2017,8 user reviews
2017,Overwhelmingly Positive
2017,Mostly Positive
2017,Mixed
2017,Mixed
2017,1 user reviews
2017,Mostly Positive
2017,Mostly Positive
2017,1 user reviews
2017,Very Positive
2017,4 user reviews
2017,4 user reviews
2017,Mixed
2017,Positive
2017,Mixed
2017,2 user reviews
2017,4 user reviews
2017,4 user reviews
2017,Positive
2017,1 user reviews
2017,Positive
2016,Positive
2017,7 user reviews
2017,Mostly Positive
2017,1 user reviews
2017,Mostly Positive
2017,Mostly Positive
2017,Positive
2017,Negative
2017,4 user reviews
2017,7 user reviews
2017,Mostly Positive
2017,Mixed
2017,Mixed
2017,Mixed
2017,Mixed
2017,4 user reviews
2017,Very Positive
2017,Positive
2017,Very Positive
2017,Positive
2017,Very Positive
2017,1 user reviews
2017,3 user reviews
2017,Very Positive
2017,Very Positive
2017,4 user reviews
2017,5 user reviews
2017,5 user reviews
2017,Positive
2017,Very Positive
2017,Positive
2015,1 user reviews
2017,5 user reviews
2017,Mixed
2017,1 user reviews
2017,Mixed
2017,Negative
2017,Positive
2017,1 user reviews
2017,2 user reviews
2017,3 user reviews
2017,3 user reviews
2017,Very Positive
2017,Very Positive
2017,8 user reviews
2017,Very Positive
2017,Positive
2017,Positive
2017,Positive
2017,2 user reviews
2017,3 user reviews
2017,4 user reviews
2017,Mostly Positive
2017,3 user reviews
2017,2 user reviews
2017,Negative
2017,2 user reviews
2017,Positive
2017,3 user reviews
2017,Positive
2017,Positive
2017,Very Positive
2017,Mixed
2017,Mostly Positive
2017,2 user reviews
2017,1 user reviews
2017,Positive
2017,Mostly Positive
2017,1 user reviews
2017,1 user reviews
2016,8 user reviews
2016,Positive
2017,3 user reviews
2017,Very Positive
2017,1 user reviews
2017,7 user reviews
2017,Very Positive
2017,Mixed
2017,Positive
2017,6 user reviews
2016,1 user reviews
2017,Very Positive
2017,3 user reviews
1990,4 user reviews
2017,2 user reviews
2017,5 user reviews
2017,Very Positive
2017,1 user reviews
2017,Mostly Positive
2017,Mostly Positive
2017,Mostly Positive
2017,Very Positive
2017,5 user reviews
2017,8 user reviews
2017,1 user reviews
2017,1 user reviews
2017,Mixed
2017,Mostly Positive
2017,Mostly Positive
2017,4 user reviews
2017,Mixed
2017,Positive
2017,3 user reviews
2017,9 user reviews
2017,1 user reviews
2017,4 user reviews
2017,Mostly Positive
2017,Mostly Positive
2017,Positive
2017,Mixed
2017,Mixed
2018,Very Positive
2017,Mixed
2017,4 user reviews
2017,5 user reviews
2017,Very Positive
2017,Mostly Negative
2017,4 user reviews
2017,Positive
2017,Positive
2017,Mixed
2017,Positive
2017,3 user reviews
1999,Very Positive
2017,Mixed
2017,Positive
2017,3 user reviews
2017,4 user reviews
2017,9 user reviews
1997,6 user reviews
2017,Positive
2017,Very Positive
2017,8 user reviews
2017,Mixed
2017,Mixed
2017,5 user reviews
2017,Positive
2017,1 user reviews
2017,2 user reviews
2017,Positive
2017,Mostly Positive
2017,Mixed
2017,Positive
2017,Mostly Positive
2017,2 user reviews
2017,Mixed
2017,Mixed
2017,7 user reviews
2017,2 user reviews
2017,7 user reviews
2017,8 user reviews
2017,2 user reviews
2017,Very Positive
2017,Positive
2017,3 user reviews
2017,9 user reviews
2017,Mixed
2017,Mostly Positive
2017,Mostly Positive
2017,2 user reviews
2017,4 user reviews
2016,Very Positive
2017,2 user reviews
2017,Positive
2017,Positive
2017,1 user reviews
2017,Mixed
2017,Very Positive
2017,Positive
2017,Mixed
2017,2 user reviews
2017,Very Positive
2017,Very Positive
2017,Mixed
2017,9 user reviews
2017,6 user reviews
2017,Very Positive
2017,9 user reviews
2017,Mixed
2017,Positive
2017,1 user reviews
2017,1 user reviews
2017,Very Positive
2017,1 user reviews
2017,Mostly Positive
2017,3 user reviews
2017,1 user reviews
2017,1 user reviews
2016,2 user reviews
2017,Mostly Negative
2017,1 user reviews
2017,Positive
2016,Mostly Positive
2017,9 user reviews
2017,Positive
2017,6 user reviews
2017,Positive
2017,Very Positive
2017,Positive
2017,7 user reviews
2017,2 user reviews
2017,Mostly Positive
2017,Mixed
2017,Mixed
2017,Mixed
2011,1 user reviews
2017,1 user reviews
2017,1 user reviews
2017,Mixed
2017,Mixed
2017,1 user reviews
2017,1 user reviews
2017,2 user reviews
2017,Positive
2017,Mixed
2017,1 user reviews
2017,6 user reviews
2017,Very Positive
2017,Mostly Positive
2017,1 user reviews
2017,9 user reviews
2017,3 user reviews
2017,3 user reviews
2017,4 user reviews
2017,1 user reviews
2017,Mostly Positive
2017,Positive
2017,Positive
2017,1 user reviews
2017,Very Positive
2017,4 user reviews
2017,2 user reviews
2017,1 user reviews
2017,5 user reviews
2017,8 user reviews
2017,2 user reviews
2017,5 user reviews
2017,1 user reviews
2017,4 user reviews
2017,Positive
2017,Positive
2017,Positive
2017,Positive
2017,2 user reviews
2017,1 user reviews
2017,1 user reviews
2017,2 user reviews
2017,2 user reviews
2017,4 user reviews
2017,Positive
2017,Positive
2017,5 user reviews
2017,4 user reviews
2017,7 user reviews
2017,Positive
2017,1 user reviews
2017,1 user reviews
2017,Mostly Positive
2017,1 user reviews
2017,Positive
2017,Positive
2017,Mixed
2017,Very Positive
2017,Positive
2017,2 user reviews
2017,1 user reviews
2017,1 user reviews
2017,Positive
2017,1 user reviews
2017,Positive
2017,Mostly Positive
2016,1 user reviews
2017,Mixed
2017,Negative
2017,Positive
2017,Mixed
2017,Very Positive
2017,Mixed
2017,Positive
2017,Positive
2017,Positive
2017,9 user reviews
2017,Mostly Positive
2017,2 user reviews
2017,4 user reviews
2016,4 user reviews
2017,Mixed
2017,Very Positive
2017,1 user reviews
2017,Mostly Positive
2017,Positive
2017,Mixed
2017,3 user reviews
2017,1 user reviews
2017,8 user reviews
2017,1 user reviews
2017,Positive
2017,4 user reviews
2017,Positive
2017,Positive
2007,3 user reviews
2017,6 user reviews
2017,5 user reviews
2017,1 user reviews
2017,Mostly Positive
2017,Mostly Negative
2017,Mixed
2017,Mostly Negative
2017,Mostly Positive
2017,Positive
2017,9 user reviews
2017,Mixed
2017,6 user reviews
2017,1 user reviews
2017,1 user reviews
2017,1 user reviews
2017,Positive
2017,1 user reviews
2017,2 user reviews
2017,4 user reviews
2017,Mixed
2017,Mixed
2017,Mixed
2017,1 user reviews
2017,4 user reviews
2017,5 user reviews
2017,Mostly Negative
2017,Positive
2017,Positive
2017,Mixed
2017,3 user reviews
2017,Mostly Positive
2017,Mostly Positive
2017,2 user reviews
2017,1 user reviews
2017,Positive
2017,3 user reviews
2017,Positive
2016,1 user reviews
2017,5 user reviews
2017,Mixed
2017,2 user reviews
2017,1 user reviews
2017,2 user reviews
2017,2 user reviews
2017,Mixed
2017,Mixed
2017,Mixed
2017,Mixed
2017,2 user reviews
2016,3 user reviews
2017,4 user reviews
2017,3 user reviews
2017,9 user reviews
2017,1 user reviews
2017,1 user reviews
2017,Positive
2017,4 user reviews
2017,Mixed
2017,Positive
2017,Very Positive
2017,2 user reviews
2017,Mixed
2017,9 user reviews
2017,7 user reviews
2015,1 user reviews
2017,Positive
2017,Mostly Positive
2017,1 user reviews
2017,1 user reviews
2017,5 user reviews
2017,1 user reviews
2017,Mostly Negative
2017,2 user reviews
2017,Mostly Negative
2017,3 user reviews
2017,7 user reviews
2017,Positive
2017,Positive
2017,Mostly Negative
2017,Mixed
2017,5 user reviews
2017,Mixed
2017,9 user reviews
2017,Mostly Negative
2017,8 user reviews
2017,Very Positive
2017,5 user reviews
2017,Mixed
2017,Very Positive
2017,9 user reviews
2017,Positive
2017,Positive
2017,3 user reviews
2017,Mixed
2017,5 user reviews
2017,Very Positive
2017,Mostly Positive
2017,Mixed
2017,9 user reviews
2017,5 user reviews
2017,Mostly Positive
2017,Mixed
2017,Very Positive
2017,1 user reviews
2017,3 user reviews
2017,5 user reviews
2017,Very Positive
2017,Very Positive
2017,Positive
2017,9 user reviews
2017,2 user reviews
2017,Overwhelmingly Positive
2017,6 user reviews
2017,8 user reviews
2017,Mixed
2017,6 user reviews
2017,3 user reviews
2017,Mostly Positive
2017,4 user reviews
2017,7 user reviews
2017,3 user reviews
2017,Positive
2017,Very Positive
2017,5 user reviews
2016,3 user reviews
2017,Positive
2017,Mostly Positive
2017,Very Positive
2017,Positive
2017,2 user reviews
2017,7 user reviews
2017,5 user reviews
2017,1 user reviews
2017,1 user reviews
2017,2 user reviews
2017,Positive
2017,Positive
2017,Mostly Negative
2017,2 user reviews
2017,1 user reviews
2017,Mostly Positive
2017,1 user reviews
2017,Mixed
2017,Very Positive
2017,Very Positive
2017,1 user reviews
2017,1 user reviews
2017,2 user reviews
2017,Mostly Positive
2017,Negative
2017,Mixed
2017,1 user reviews
2017,Very Positive
2017,5 user reviews
2017,6 user reviews
2017,Very Positive
2017,Mostly Negative
2017,1 user reviews
2017,7 user reviews
2017,5 user reviews
2017,Positive
2017,1 user reviews
2017,Positive
2017,3 user reviews
2017,Mostly Positive
2017,Positive
2017,Mixed
2017,6 user reviews
2017,Mixed
2017,1 user reviews
2017,1 user reviews
2017,4 user reviews
2016,4 user reviews
2017,7 user reviews
2017,9 user reviews
2017,Negative
2017,Positive
2017,Mostly Positive
2017,Very Positive
2017,Mixed
2017,Positive
2017,4 user reviews
2017,6 user reviews
2017,1 user reviews
2017,1 user reviews
2017,4 user reviews
2017,Very Positive
2017,2 user reviews
2017,2 user reviews
2017,3 user reviews
2017,1 user reviews
2017,1 user reviews
2017,Very Positive
2017,Positive
2017,4 user reviews
2017,2 user reviews
2017,2 user reviews
2017,1 user reviews
2017,4 user reviews
2017,3 user reviews
2017,2 user reviews
2017,Very Positive
2017,4 user reviews
2017,3 user reviews
2017,Positive
2017,1 user reviews
2017,2 user reviews
2017,2 user reviews
2017,2 user reviews
2017,2 user reviews
2017,6 user reviews
2017,1 user reviews
2017,2 user reviews
2017,3 user reviews
2017,5 user reviews
2017,8 user reviews
2017,Positive
2017,6 user reviews
2017,1 user reviews
2017,6 user reviews
2017,Positive
2017,Positive
2017,Very Positive
2017,1 user reviews
2017,6 user reviews
2017,Mixed
2017,Mixed
2017,1 user reviews
2017,Mixed
2017,Mixed
2017,Positive
2017,Positive
2017,Mostly Positive
2017,Positive
2014,2 user reviews
2017,3 user reviews
2017,Mixed
2017,1 user reviews
2017,5 user reviews
2017,Mostly Positive
2017,2 user reviews
2017,Mostly Positive
2017,Mixed
2017,Very Positive
2017,2 user reviews
2017,Mostly Positive
2017,1 user reviews
2017,Mixed
2017,Mixed
2017,6 user reviews
2017,6 user reviews
2017,2 user reviews
2017,Positive
2017,5 user reviews
2017,Very Positive
2017,7 user reviews
2017,Positive
2017,Positive
2017,Positive
2017,Positive
2017,3 user reviews
2017,4 user reviews
2017,1 user reviews
2017,Mostly Positive
2017,Mixed
2017,4 user reviews
2017,1 user reviews
2017,4 user reviews
2017,4 user reviews
2017,Positive
2017,Mostly Positive
2017,2 user reviews
2017,Mixed
2017,2 user reviews
2017,3 user reviews
2017,Very Positive
2017,Very Positive
2017,1 user reviews
2017,2 user reviews
2017,Very Positive
2017,Positive
2001,Very Positive
